Date,Population (x1000),New Vehicle Sales ($M),Consumer Credit ($B),New Houses Sales (x1000),US Dollar Index,Government Employees (x1000),Personal Income ($B),Avg New House Price ($),Industrial Production Index,Civilian Employment-Population ratio,Unemployment Rate,Date.year,Date.month,Date.day-of-month,Date.day-of-week
2013-05-17,,,,,77.8623,,,,,,,2013,5,17,5
2013-04-30,315928,14.867,,454,75.4857,21844,,330800,98.7439,58.6,7.5,2013,4,30,2
2013-03-31,315749,15.206,2807.4887,444,76.2336,21855,13630.4,286700,99.2747,58.5,7.6,2013,3,31,7
2013-02-28,315587,15.323,2799.5228,429,75.6341,21871,13599.5,314400,98.9583,58.6,7.7,2013,2,28,4
2013-01-31,315427,15.222,2780.8935,458,73.4087,21858,13448.3,306900,98.0631,58.6,7.9,2013,1,31,4
2012-12-31,315255,15.325,2768.2167,396,73.4362,21874,13955.5,299200,98.1884,58.6,7.8,2012,12,31,1
2012-11-30,315075,15.482,2753.8041,398,73.2978,21879,13597.6,290700,98.1118,58.7,7.8,2012,11,30,5
2012-10-31,314886,14.232,2739.9632,365,73.1491,21888,13452.4,285400,96.8409,58.7,7.9,2012,10,31,3
2012-09-30,314669,14.879,2723.7865,384,72.7187,21945,13446.0,297700,96.9549,58.7,7.8,2012,9,30,7
2012-08-31,314456,14.462,2713.9107,374,73.5926,21925,13395.7,305500,96.785,58.4,8.1,2012,8,31,5
2012-07-31,314250,14.041,2695.3429,369,74.5968,21891,13376.9,282300,97.5571,58.5,8.2,2012,7,31,2
2012-06-30,314049,14.334,2691.1149,360,74.4675,21915,13355.9,271800,97.1322,58.6,8.2,2012,6,30,6
2012-05-31,313865,13.897,2683.2997,369,75.6225,21906,13322.3,280900,97.1042,58.6,8.2,2012,5,31,4
2012-04-30,313682,14.081,2663.3786,352,72.2339,21933,13302.9,287900,96.8572,58.5,8.1,2012,4,30,1
2012-03-31,313503,14.088,2650.9276,349,72.6813,21941,13298.3,283600,96.1393,58.5,8.2,2012,3,31,6
2012-02-29,313341,14.429,2640.2726,366,72.0864,21944,13234.7,274000,96.6672,58.6,8.3,2012,2,29,3
2012-01-31,313182,13.929,2628.3579,338,72.5977,21938,13148.4,265700,96.1959,58.5,8.3,2012,1,31,2
2011-12-31,313009,13.566,2615.6548,341,73.3313,21950,13032.2,262900,95.5239,58.6,8.5,2011,12,31,6
2011-11-30,312830,13.51,2602.7075,328,72.3354,21969,12994.4,250000,94.9598,58.5,8.6,2011,11,30,3
2011-10-31,312640,13.294,2586.7618,316,70.4611,21992,13025.5,258300,94.7474,58.4,8.9,2011,10,31,1
2011-09-30,312423,13.093,2580.8235,304,72.7945,22000,12981.2,255400,94.2216,58.4,9.0,2011,9,30,5
2011-08-31,312210,12.419,2570.8415,299,68.7861,22031,12970.8,259300,94.1212,58.3,9.0,2011,8,31,3
2011-07-31,312005,12.362,2578.3085,296,68.2301,22028,12976.9,270300,93.6088,58.2,9.0,2011,7,31,7
2011-06-30,311806,11.68,2562.4611,301,69.0606,22156,12957.5,273100,93.0774,58.2,9.1,2011,6,30,4
2011-05-31,311624,11.871,2551.896,305,69.4152,22124,12931.7,262700,92.9126,58.4,9.0,2011,5,31,2
2011-04-30,311444,12.909,2543.5304,310,68.0809,22192,12927.5,268900,92.5765,58.4,9.0,2011,4,30,6
2011-03-31,311268,12.753,2538.9993,300,70.4523,22191,12884.4,260800,93.1137,58.4,8.9,2011,3,31,4
2011-02-28,311109,12.825,2531.772,270,71.1413,22209,12867.8,262800,92.1748,58.4,9.0,2011,2,28,1
2011-01-31,310952,12.512,2519.4557,307,72.0623,22256,12817.4,275700,92.6088,58.3,9.1,2011,1,31,1
2010-12-31,310774,12.51,2522.2283,326,73.1486,22267,12574.1,291700,92.7225,58.3,9.3,2010,12,31,5
2010-11-30,310590,12.194,2403.7364,287,74.7478,22286,12492.5,281700,91.8155,58.2,9.8,2010,11,30,2
2010-10-31,310396,12.196,2401.9459,291,72.093,22296,12463.2,254400,91.5685,58.3,9.5,2010,10,31,7
2010-09-30,310174,11.774,2393.5017,317,73.4925,22256,12415.4,270800,91.8829,58.5,9.5,2010,9,30,4
2010-08-31,309956,11.821,2389.5396,282,76.718,22412,12418.4,268800,91.6491,58.5,9.5,2010,8,31,2
2010-07-31,309746,11.675,2388.9421,283,75.4142,22578,12357.8,252100,91.4059,58.5,9.5,2010,7,31,6
2010-06-30,309545,11.39,2390.8817,305,78.7985,22767,12330.4,256700,90.8744,58.5,9.4,2010,6,30,3
2010-05-31,309362,11.716,2393.9423,280,79.1346,22991,12309.0,281100,90.6754,58.6,9.6,2010,5,31,1
2010-04-30,309180,11.099,2404.0145,422,75.8707,22572,12232.3,270500,89.2674,58.7,9.9,2010,4,30,5
2010-03-31,309212,11.474,2410.0951,381,75.402,22513,12144.2,262900,88.9705,58.5,9.9,2010,3,31,3
2010-02-28,309027,10.118,2406.9246,336,75.3209,22470,12077.4,284100,88.3021,58.5,9.8,2010,2,28,7
2010-01-31,308833,10.69,2416.5699,345,75.147,22484,12047.9,283400,87.964,58.5,9.8,2010,1,31,7
2009-12-31,308633,11.072,2420.1657,352,74.0583,22480,11938.3,278300,87.0436,58.3,9.9,2009,12,31,4
2009-11-30,308418,10.822,2427.8204,375,71.862,22533,11861.3,274700,86.6394,58.6,9.9,2009,11,30,1
2009-10-31,308189,10.374,2449.2389,396,73.3254,22520,11799.1,263800,86.2231,58.5,10.0,2009,10,31,6
2009-09-30,307946,9.346,2456.8776,386,73.6012,22457,11800.0,290300,85.9532,58.7,9.8,2009,9,30,3
2009-08-31,307685,14.564,2463.9622,418,75.1073,22528,11792.0,257800,85.3714,59.1,9.6,2009,8,31,1
2009-07-31,307439,11.37,2475.7939,411,75.0441,22516,11792.7,271100,84.4816,59.3,9.5,2009,7,31,5
2009-06-30,307206,9.953,2480.9765,393,77.7738,22585,11838.2,274800,83.7572,59.4,9.5,2009,6,30,2
2009-05-31,306984,9.99,2491.6251,376,76.214,22615,11977.1,274600,84.0667,59.6,9.4,2009,5,31,7
2009-04-30,306787,9.191,2496.7568,337,81.5724,22679,11822.7,269800,84.9332,59.8,9.0,2009,4,30,4
2009-03-31,306588,9.547,2504.2571,339,83.292,22562,11823.8,259800,85.6509,59.9,8.7,2009,3,31,2
2009-02-28,306402,9.021,2522.4956,372,85.1854,22580,11907.3,258600,86.9871,60.3,8.3,2009,2,28,6
2009-01-31,306208,9.571,2532.7571,336,82.8377,22583,12051.5,245200,87.5481,60.6,7.8,2009,1,31,6
2008-12-31,306004,10.129,2525.9135,377,79.5054,22556,12211.5,263100,89.5631,61.0,7.3,2008,12,31,3
2008-11-30,305786,10.251,2534.8699,389,83.3846,22560,12352.4,290100,92.1643,61.4,6.8,2008,11,30,7
2008-10-31,305554,10.663,2542.965,393,82.8645,22549,12456.2,274000,93.245,61.7,6.5,2008,10,31,5
2008-09-30,305309,12.675,2542.2034,433,76.234,22537,12513.9,287100,92.4795,61.9,6.1,2008,9,30,2
2008-08-31,305045,13.552,2550.8637,435,75.0566,22567,12528.1,265500,96.5457,62.0,6.1,2008,8,31,7
2008-07-31,304798,12.67,2559.3148,477,71.6586,22568,12497.8,301900,98.1182,62.2,5.8,2008,7,31,4
2008-06-30,304556,13.911,2556.4035,487,70.8853,22517,12621.9,299400,98.5639,62.4,5.6,2008,6,30,1
2008-05-31,304323,14.156,2551.9114,504,70.6726,22483,12636.6,298200,98.7652,62.5,5.4,2008,5,31,6
2008-04-30,304117,14.496,2549.1015,536,70.887,22450,12456.6,314300,99.2273,62.7,5.0,2008,4,30,3
2008-03-31,303907,14.887,2541.2048,535,70.2572,22443,12485.5,287600,100.0078,62.7,5.1,2008,3,31,1
2008-02-29,303711,15.459,2533.6937,593,70.9068,22417,12415.1,301200,100.3008,62.8,4.9,2008,2,29,5
2008-01-31,303506,15.489,2520.0745,627,72.4992,22388,12346.2,284600,100.4978,62.9,5.0,2008,1,31,4
2007-12-31,303287,15.725,2506.292,619,73.3739,22376,12227.2,284400,100.82,62.7,5.0,2007,12,31,1
2007-11-30,303054,16.042,2497.9266,641,73.1623,22334,12132.0,316800,100.8053,62.9,4.7,2007,11,30,5
2007-10-31,302807,16.129,2483.035,727,72.7703,22297,12065.1,310100,100.2223,62.7,4.7,2007,10,31,3
2007-09-30,302546,16.197,2471.1417,686,74.5122,22279,12024.5,292200,100.7148,62.9,4.7,2007,9,30,7
2007-08-31,302267,16.031,2457.9323,699,77.4978,22226,11931.9,301300,100.2699,62.7,4.6,2007,8,31,5
2007-07-31,302004,15.496,2439.3056,778,77.7449,22171,11906.9,307100,100.1435,62.9,4.7,2007,7,31,2
2007-06-30,301739,15.82,2423.664,793,78.7676,22207,11858.1,306500,100.1159,63.0,4.6,2007,6,30,6
2007-05-31,301483,16.295,2413.3466,842,79.0339,22193,11843.0,309700,100.1109,63.0,4.4,2007,5,31,4
2007-04-30,301254,16.212,2396.647,887,78.9834,22175,11815.8,311700,100.0512,63.0,4.5,2007,4,30,1
2007-03-31,301021,16.015,2388.4605,833,80.6048,22149,11788.2,329400,99.3295,63.3,4.4,2007,3,31,6
2007-02-28,300802,16.705,2376.5857,828,81.4693,22131,11713.8,321500,99.2559,63.3,4.5,2007,2,28,3
2007-01-31,300574,16.4,2365.8642,891,82.5968,22095,11640.7,314600,98.1608,63.3,4.6,2007,1,31,3
2006-12-31,300340,16.579,2361.8047,998,81.4967,22088,11590.3,301900,98.6314,63.4,4.4,2006,12,31,7
2006-11-30,300094,16.13,2347.7858,1003,80.3154,22083,11488.7,291800,97.6316,63.3,4.5,2006,11,30,4
2006-10-31,299835,16.324,2335.7286,941,81.5503,22068,11435.2,306800,97.7452,63.3,4.4,2006,10,31,2
2006-09-30,299554,16.419,2337.3225,1016,81.9728,22082,11386.2,296200,97.837,63.1,4.5,2006,9,30,6
2006-08-31,299263,15.901,2327.9398,1035,81.2534,22011,11338.0,317300,97.966,63.1,4.7,2006,8,31,4
2006-07-31,298996,17.125,2313.7593,965,81.5997,21973,11286.5,311300,97.7638,63.0,4.7,2006,7,31,1
2006-06-30,298739,16.349,2305.2047,1074,81.3458,21922,11259.6,305000,97.7165,63.1,4.6,2006,6,30,5
2006-05-31,298496,16.165,2317.23,1086,80.5186,21926,11191.1,293900,97.3416,63.1,4.6,2006,5,31,3
2006-04-30,298281,16.565,2307.0742,1123,81.8407,21919,11161.3,310300,97.4499,63.0,4.7,2006,4,30,7
2006-03-31,298060,16.408,2295.5017,1116,85.1822,21903,11086.7,298800,97.0741,63.1,4.7,2006,3,31,5
2006-02-28,297854,16.516,2286.2248,1061,84.7243,21878,11031.7,307900,96.8319,63.0,4.8,2006,2,28,2
2006-01-31,297647,17.57,2280.5717,1174,84.1472,21847,10961.6,301000,96.754,62.9,4.7,2006,1,31,2
2005-12-31,297431,16.696,2290.9281,1239,86.0342,21879,10795.0,290200,96.6602,62.8,4.9,2005,12,31,6
2005-11-30,297207,16.025,2283.6613,1214,86.3925,21859,10739.3,294400,96.1125,62.7,5.0,2005,11,30,3
2005-10-31,296972,14.847,2276.8431,1336,85.4879,21829,10688.2,293600,95.184,62.8,5.0,2005,10,31,1
2005-09-30,296707,16.427,2271.6333,1244,84.3848,21845,10633.3,299600,94.0153,62.8,5.0,2005,9,30,5
2005-08-31,296440,16.913,2267.0449,1255,83.8636,21863,10577.9,295000,95.8884,62.9,4.9,2005,8,31,3
2005-07-31,296186,20.606,2257.2309,1389,85.6039,21857,10521.2,289300,95.7684,62.8,5.0,2005,7,31,7
2005-06-30,295936,17.966,2247.8334,1274,85.3412,21763,10445.9,279600,95.9,62.7,5.0,2005,6,30,4
2005-05-31,295704,16.924,2232.6715,1286,84.6094,21781,10383.7,287400,95.5,62.8,5.1,2005,5,31,2
2005-04-30,295490,17.269,2232.5354,1260,82.3848,21754,10330.6,289100,95.326,62.7,5.2,2005,4,30,6
2005-03-31,295287,16.929,2220.1992,1328,81.7538,21740,10267.9,289600,95.2423,62.4,5.2,2005,3,31,4
2005-02-28,295105,16.402,2211.5587,1319,80.8062,21744,10239.9,289100,95.3015,62.4,5.4,2005,2,28,1
2005-01-31,294914,16.367,2196.7776,1203,81.6726,21735,10207.9,283000,94.7075,62.4,5.3,2005,1,31,1
2004-12-31,294694,17.637,2192.2462,1242,79.4921,21693,10453.1,284300,94.3195,62.4,5.4,2004,12,31,5
2004-11-30,294466,16.918,2183.7464,1179,79.9123,21692,10116.4,283200,93.6866,62.5,5.4,2004,11,30,2
2004-10-31,294230,17.056,2176.7193,1305,82.6318,21656,10099.6,289600,93.5,62.3,5.5,2004,10,31,7
2004-09-30,293971,17.431,2160.1483,1214,85.2069,21635,10038.8,269200,92.6156,62.3,5.4,2004,9,30,4
2004-08-31,293719,16.711,2143.4351,1175,86.8057,21626,10012.0,272200,92.5783,62.4,5.4,2004,8,31,2
2004-07-31,293463,16.87,2137.093,1088,87.821,21606,9946.4,279200,92.4141,62.5,5.5,2004,7,31,6
2004-06-30,293223,15.759,2127.9894,1180,87.3445,21601,9898.8,263200,91.6958,62.4,5.6,2004,6,30,3
2004-05-31,292997,17.756,2120.8392,1241,87.7241,21614,9862.0,260400,92.4272,62.3,5.6,2004,5,31,1
2004-04-30,292779,16.492,2112.7162,1186,88.8149,21614,9780.5,269300,91.7603,62.3,5.6,2004,4,30,5
2004-03-31,292561,16.839,2109.7203,1276,85.3924,21588,9722.7,261000,91.388,62.2,5.8,2004,3,31,3
2004-02-29,292368,16.633,2095.3404,1159,86.2933,21550,9674.1,264100,91.8804,62.3,5.6,2004,2,29,7
2004-01-31,292192,16.303,2088.243,1165,85.6256,21538,9642.6,262100,91.3636,62.3,5.7,2004,1,31,6
2003-12-31,292008,16.989,2077.3607,1129,84.8886,21546,9623.1,253900,91.0979,62.2,5.7,2003,12,31,3
2003-11-30,291807,17.199,2066.4001,1093,87.3516,21535,9590.3,268300,91.173,62.3,5.8,2003,11,30,7
2003-10-31,291574,16.145,2065.4951,1144,89.2011,21558,9521.5,242800,90.4884,62.1,6.0,2003,10,31,5
2003-09-30,291321,16.945,2057.0908,1131,90.1294,21504,9463.7,254500,90.5213,62.0,6.1,2003,9,30,2
2003-08-31,291072,17.927,2049.1243,1206,94.3472,21556,9414.7,241000,89.9743,62.1,6.1,2003,8,31,7
2003-07-31,290820,16.778,2040.0644,1168,94.4008,21633,9377.7,248400,90.0817,62.1,6.2,2003,7,31,4
2003-06-30,290584,16.686,2033.2684,1193,92.1044,21606,9367.2,239700,89.7652,62.3,6.3,2003,6,30,1
2003-05-31,290346,16.15,2027.5025,1078,91.6269,21567,9329.1,243700,89.7575,62.3,6.1,2003,5,31,6
2003-04-30,290125,16.43,2014.0998,1012,94.9397,21595,9266.9,237200,89.7698,62.4,6.0,2003,4,30,3
2003-03-31,289911,16.213,2001.2082,999,96.5995,21610,9238.9,231100,90.51,62.4,5.9,2003,3,31,1
2003-02-28,289714,15.837,1993.4057,936,97.3899,21624,9187.5,233400,90.6904,62.5,5.9,2003,2,28,5
2003-01-31,289518,16.421,1982.5613,999,98.3101,21626,9156.9,230200,90.3564,62.5,5.8,2003,1,31,5
2002-12-31,289313,17.6,1972.1122,1048,100.2585,21588,9154.5,237800,89.7289,62.4,6.0,2002,12,31,2
2002-11-30,289106,16.198,1965.1791,1024,103.1313,21581,9122.6,227100,90.1355,62.5,5.9,2002,11,30,6
2002-10-31,288870,15.926,1957.1513,1006,103.216,21559,9103.4,231300,89.6446,62.7,5.7,2002,10,31,4
2002-09-30,288618,16.323,1950.6514,1044,103.5594,21546,9083.6,215300,89.9425,63.0,5.7,2002,9,30,1
2002-08-31,288360,18.101,1947.5001,1014,102.9431,21589,9072.0,221300,89.8958,62.7,5.7,2002,8,31,6
2002-07-31,288105,17.828,1939.2114,956,103.5849,21544,9068.1,217800,89.7723,62.7,5.8,2002,7,31,3
2002-06-30,287864,16.629,1927.181,957,102.204,21549,9084.4,225200,90.0745,62.7,5.8,2002,6,30,7
2002-05-31,287623,15.841,1914.614,978,105.6464,21514,9057.8,226500,89.2026,62.9,5.8,2002,5,31,5
2002-04-30,287397,17.338,1903.958,936,108.9294,21443,9040.0,228100,88.7446,62.7,5.9,2002,4,30,2
2002-03-31,287190,16.778,1894.6903,923,111.7935,21431,8993.7,227100,88.3748,62.8,5.7,2002,3,31,7
2002-02-28,286994,17.004,1881.9054,948,112.6861,21390,8976.1,226500,87.7249,63.0,5.7,2002,2,28,4
2002-01-31,286788,16.22,1867.4187,880,112.8306,21377,8965.1,226900,87.76,62.7,5.7,2002,1,31,4
2001-12-31,286570,16.145,1867.8529,979,110.5361,21355,8930.7,228700,87.2224,62.9,5.7,2001,12,31,1
2001-11-30,286341,17.725,1857.8428,924,108.6796,21326,8909.8,206900,87.2008,63.0,5.5,2001,11,30,5
2001-10-31,286098,21.702,1829.8403,871,108.6579,21275,8896.3,207100,87.6738,63.2,5.3,2001,10,31,3
2001-09-30,285843,16.047,1814.2524,853,107.3118,21242,8871.6,203300,88.1055,63.5,5.0,2001,9,30,7
2001-08-31,285570,16.004,1806.359,866,106.6265,21218,8883.0,207500,88.3938,63.2,4.9,2001,8,31,5
2001-07-31,285309,16.118,1797.3506,880,109.1811,21185,8887.3,209300,88.6214,63.7,4.6,2001,7,31,2
2001-06-30,285062,17.093,1792.3681,882,110.3003,21137,8886.8,211700,89.0137,63.7,4.5,2001,6,30,6
2001-05-31,284810,16.497,1781.1775,885,109.8242,21029,8878.6,211400,89.6126,63.8,4.3,2001,5,31,4
2001-04-30,284581,16.526,1773.0983,909,108.4158,20992,8878.4,205500,90.2684,64.0,4.4,2001,4,30,1
2001-03-31,284350,16.861,1760.5418,939,110.2002,20945,8889.4,210200,90.5202,64.3,4.3,2001,3,31,6
2001-02-28,284137,17.424,1748.702,963,105.5073,20906,8862.0,211000,90.7666,64.3,4.2,2001,2,28,3
2001-01-31,283920,17.24,1729.8517,936,103.9769,20835,8825.6,209000,91.3166,64.4,4.2,2001,1,31,3
2000-12-31,283696,15.66,1716.9697,983,102.9843,20804,8730.4,208100,91.978,64.4,3.9,2000,12,31,7
2000-11-30,283453,16.284,1700.9445,880,106.4392,20760,8698.0,210700,92.2721,64.3,3.9,2000,11,30,4
2000-10-31,283201,17.223,1684.5993,933,106.5666,20743,8693.6,215100,92.2835,64.2,3.9,2000,10,31,2
2000-09-30,282932,18.184,1669.0008,912,104.07,20735,8683.6,208300,92.7005,64.2,3.9,2000,9,30,6
2000-08-31,282653,16.892,1651.6154,848,102.9537,20837,8641.3,200200,92.2519,64.2,4.1,2000,8,31,4
2000-07-31,282385,16.796,1629.7514,887,102.0888,20867,8607.7,202200,92.4984,64.2,4.0,2000,7,31,1
2000-06-30,282126,17.094,1609.548,793,99.9414,20887,8547.6,197700,92.7126,64.5,4.0,2000,6,30,5
2000-05-31,281877,17.397,1583.5079,857,101.6856,21147,8501.3,200000,92.6592,64.4,4.0,2000,5,31,3
2000-04-30,281653,17.53,1570.5277,841,101.8361,20802,8470.8,207300,92.5202,64.7,3.8,2000,4,30,7
2000-03-31,281409,17.895,1561.4507,900,98.0586,20733,8440.0,204900,91.9442,64.6,4.0,2000,3,31,5
2000-02-29,281190,18.919,1549.1853,856,99.3742,20599,8385.8,199200,91.5783,64.6,4.1,2000,2,29,2
2000-01-31,280976,18.229,1538.5202,873,98.1888,20571,8313.0,200300,91.2332,64.6,4.0,2000,1,31,1
1999-12-31,280716,17.797,1531.106,873,95.8083,20540,8201.0,202100,91.1624,64.4,4.0,1999,12,31,5
1999-11-30,280471,17.077,1525.3344,863,96.4453,20496,8107.1,211500,90.442,64.4,4.1,1999,11,30,2
1999-10-31,280203,17.138,1517.2818,872,95.2188,20457,8035.9,200200,89.992,64.3,4.1,1999,10,31,7
1999-09-30,279903,17.103,1511.0593,826,95.2238,20404,7969.5,194800,88.8555,64.2,4.2,1999,9,30,4
1999-08-31,279602,17.116,1503.2266,893,96.6992,20375,7944.2,193100,89.1042,64.2,4.2,1999,8,31,2
1999-07-31,279295,17.17,1492.3776,900,97.4724,20339,7894.8,189100,88.732,64.2,4.3,1999,7,31,6
1999-06-30,279001,16.842,1479.3153,923,99.5112,20272,7860.0,193900,88.1345,64.2,4.3,1999,6,30,3
1999-05-31,278717,17.051,1468.1466,888,98.9972,20229,7829.8,187900,88.3035,64.3,4.2,1999,5,31,1
1999-04-30,278451,16.41,1457.6706,918,97.9125,20237,7805.0,192200,87.6525,64.2,4.3,1999,4,30,5
1999-03-31,278198,16.322,1450.8788,863,97.96,20168,7779.5,189300,87.4504,64.2,4.2,1999,3,31,3
1999-02-28,277992,16.554,1441.3146,848,97.5429,20144,7763.5,191400,87.2633,64.2,4.4,1999,2,28,7
1999-01-31,277790,16.079,1431.2369,875,95.5994,20084,7739.6,182900,86.8865,64.4,4.3,1999,1,31,7
1998-12-31,277526,16.931,1420.9964,949,94.6153,20079,7708.7,183300,86.4992,64.3,4.4,1998,12,31,4
1998-11-30,277277,15.592,1408.4427,995,96.8244,20044,7688.5,178600,86.1935,64.2,4.4,1998,11,30,1
1998-10-31,277003,16.626,1405.3967,893,94.9459,20001,7653.6,182800,86.2691,64.1,4.5,1998,10,31,6
1998-09-30,276714,15.824,1397.2897,864,98.3854,19985,7620.2,182700,85.5895,64.2,4.6,1998,9,30,3
1998-08-31,276418,14.316,1386.6665,846,102.0295,19959,7596.1,186500,85.8655,63.9,4.5,1998,8,31,1
1998-07-31,276115,14.215,1380.7209,876,101.9395,19930,7555.1,179800,84.0818,64.0,4.5,1998,7,31,5
1998-06-30,275836,16.344,1373.9423,923,100.3247,19879,7521.3,175900,84.4407,64.0,4.5,1998,6,30,2
1998-05-31,275564,16.611,1363.0809,887,99.8518,19875,7481.9,183500,84.9363,64.1,4.4,1998,5,31,7
1998-04-30,275304,15.482,1360.4563,866,98.1488,19816,7436.1,176700,84.3708,64.1,4.3,1998,4,30,4
1998-03-31,275047,14.964,1332.9034,836,99.0531,19792,7397.7,178500,84.0506,64.0,4.7,1998,3,31,2
1998-02-28,274838,14.801,1324.3427,866,97.3987,19786,7348.3,181600,83.9956,64.0,4.6,1998,2,28,6
1998-01-31,274626,14.37,1320.044,872,98.597,19770,7297.1,178600,83.921,64.0,4.6,1998,1,31,6
1997-12-31,274372,16.068,1324.7573,793,97.9869,19766,7221.7,175800,83.5079,64.0,4.7,1997,12,31,3
1997-11-30,274126,15.429,1312.4572,864,96.3094,19761,7177.9,175400,83.2123,64.1,4.6,1997,11,30,7
1997-10-31,273852,15.039,1309.3894,800,93.8666,19738,7126.8,172900,82.4793,63.9,4.7,1997,10,31,5
1997-09-30,273553,14.711,1301.635,840,94.551,19679,7082.4,177500,81.919,63.9,4.9,1997,9,30,2
1997-08-31,273237,15.764,1294.2192,815,95.2904,19617,7044.4,170700,81.2117,63.9,4.8,1997,8,31,7
1997-07-31,272912,15.2,1288.782,805,95.1516,19686,6997.8,175500,80.1496,63.9,4.9,1997,7,31,4
1997-06-30,272622,14.179,1282.8585,793,92.587,19660,6960.9,179400,79.6636,63.7,5.0,1997,6,30,1
1997-05-31,272342,14.722,1278.6784,760,92.534,19601,6928.5,170700,79.3048,63.8,4.9,1997,5,31,6
1997-04-30,272083,14.694,1274.0874,744,95.4034,19603,6901.9,179500,78.7613,63.7,5.1,1997,4,30,3
1997-03-31,271821,15.442,1264.1463,831,93.1875,19608,6893.0,172700,78.726,63.6,5.2,1997,3,31,1
1997-02-28,271585,14.92,1261.8508,801,92.8091,19598,6854.9,171100,78.1257,63.4,5.2,1997,2,28,5
1997-01-31,271360,15.339,1258.3653,830,91.6567,19593,6818.8,171900,77.19,63.4,5.3,1997,1,31,5
1996-12-31,271125,14.825,1253.4371,805,88.4869,19571,6768.4,171800,77.1026,63.4,5.4,1996,12,31,2
1996-11-30,270878,15.384,1242.4219,771,87.7464,19565,6734.1,172000,76.6111,63.4,5.4,1996,11,30,6
1996-10-31,270581,14.96,1231.3361,720,87.4656,19554,6700.4,168400,75.9867,63.5,5.2,1996,10,31,4
1996-09-30,270284,15.168,1225.2718,770,87.9824,19567,6677.7,167400,75.9835,63.4,5.2,1996,9,30,1
1996-08-31,269976,15.114,1220.503,826,86.8052,19504,6638.8,159700,75.5821,63.3,5.1,1996,8,31,6
1996-07-31,269667,14.689,1211.8974,770,86.4925,19547,6609.5,168400,75.0932,63.3,5.5,1996,7,31,3
1996-06-30,269386,14.849,1200.95,721,87.6389,19528,6607.2,166500,75.1926,63.2,5.3,1996,6,30,7
1996-05-31,269108,15.609,1191.1137,746,87.5508,19529,6561.7,163300,74.5297,63.0,5.6,1996,5,31,5
1996-04-30,268853,15.099,1180.9031,736,87.0609,19515,6519.2,170000,74.0141,63.0,5.6,1996,4,30,2
1996-03-31,268595,15.665,1171.6843,721,86.6871,19532,6480.1,162100,73.3994,63.0,5.5,1996,3,31,7
1996-02-29,268364,15.202,1163.0938,769,86.4289,19485,6434.9,163700,73.5136,62.9,5.5,1996,2,29,4
1996-01-31,268151,14.437,1153.2703,714,87.4318,19450,6367.0,155300,72.3593,62.7,5.6,1996,1,31,3
1995-12-31,267943,15.869,1140.7444,709,85.2587,19466,6331.2,165600,72.8395,62.7,5.6,1995,12,31,7
1995-11-30,267715,15.021,1132.1602,664,85.213,19463,6303.2,160700,72.5587,62.8,5.6,1995,11,30,4
1995-10-31,267456,14.475,1113.5285,696,84.1289,19464,6279.8,156200,72.3714,62.9,5.5,1995,10,31,2
1995-09-30,267152,14.965,1106.6127,678,83.9326,19430,6254.9,155600,72.5002,62.9,5.6,1995,9,30,6
1995-08-31,266843,15.009,1089.6021,701,84.447,19429,6227.9,162000,72.2334,62.8,5.7,1995,8,31,4
1995-07-31,266557,14.332,1077.737,765,81.0703,19437,6208.3,154200,71.2942,62.8,5.7,1995,7,31,1
1995-06-30,266270,15.023,1069.3779,725,80.5655,19445,6181.8,160200,71.5697,62.7,5.6,1995,6,30,5
1995-05-31,265998,14.416,1057.4708,674,80.9097,19418,6155.9,158000,71.3093,62.7,5.6,1995,5,31,3
1995-04-30,265755,13.977,1043.6952,621,80.1784,19434,6146.3,157800,71.1219,63.1,5.8,1995,4,30,7
1995-03-31,265495,14.865,1033.6321,616,81.4678,19427,6128.2,153300,71.1524,63.1,5.4,1995,3,31,5
1995-02-28,265270,14.473,1018.5591,559,85.0448,19407,6106.4,160200,71.0389,63.1,5.4,1995,2,28,2
1995-01-31,265044,14.362,1010.395,626,86.8324,19397,6087.0,147400,71.0841,63.0,5.6,1995,1,31,2
1994-12-31,264804,15.196,997.3017,629,87.129,19388,6047.4,159600,70.9458,63.1,5.5,1994,12,31,6
1994-11-30,264559,15.5,981.4261,646,86.7294,19367,6020.2,155400,70.2129,63.0,5.6,1994,11,30,3
1994-10-31,264301,15.517,968.4687,715,84.3366,19344,6012.3,153000,69.7669,62.9,5.8,1994,10,31,1
1994-09-30,264017,14.911,957.3756,677,85.7119,19337,5953.6,157200,69.1631,62.7,5.9,1994,9,30,5
1994-08-31,263724,14.989,944.8032,656,87.2981,19306,5919.1,154900,68.944,62.6,6.0,1994,8,31,3
1994-07-31,263436,14.522,931.1347,628,87.6312,19301,5892.7,144400,68.5541,62.3,6.1,1994,7,31,7
1994-06-30,263152,14.763,924.216,621,87.1415,19274,5865.2,158400,68.446,62.3,6.1,1994,6,30,4
1994-05-31,262877,14.249,912.8637,691,89.8269,19264,5854.1,151800,67.994,62.5,6.1,1994,5,31,2
1994-04-30,262631,15.68,900.9895,692,89.3418,19223,5813.1,152900,67.6227,62.3,6.4,1994,4,30,6
1994-03-31,262352,14.974,891.3332,747,89.8155,19190,5735.9,152800,67.2653,62.1,6.5,1994,3,31,4
1994-02-28,262123,15.194,880.3529,686,90.2957,19150,5697.8,150700,66.5809,62.3,6.6,1994,2,28,1
